suite,op,phase,dtype,backend,profile,shape,warmups,runs,median_ms,iqr_ms,status
small,matmul,primal,f64,system-accelerate,full,2x2,10,101,0.028417,0.005124,ok
small,einsum_ij_jk_ik,primal,f64,filtered,full,2x2,10,101,,,filtered
small,svd,primal,f64,filtered,full,2x2,10,101,,,filtered
small,qr,primal,f64,filtered,full,2x2,10,101,,,filtered
small,eigh,primal,f64,filtered,full,2x2,10,101,,,filtered
small,solve,primal,f64,filtered,full,"2x2,rhs=1",10,101,,,filtered
small,solve,primal,f64,filtered,full,"2x2,rhs=4",10,101,,,filtered
small,grad_sum_matmul,backward,f64,filtered,full,2x2,10,101,,,filtered
small,grad_sum_svd_s,backward,f64,filtered,full,2x2,10,101,,,filtered
small,grad_sum_solve,backward,f64,filtered,full,"2x2,rhs=1",10,101,,,filtered
small,matmul,primal,f64,system-accelerate,full,4x4,10,101,0.029750,0.005666,ok
small,einsum_ij_jk_ik,primal,f64,filtered,full,4x4,10,101,,,filtered
small,svd,primal,f64,filtered,full,4x4,10,101,,,filtered
small,qr,primal,f64,filtered,full,4x4,10,101,,,filtered
small,eigh,primal,f64,filtered,full,4x4,10,101,,,filtered
small,solve,primal,f64,filtered,full,"4x4,rhs=1",10,101,,,filtered
small,solve,primal,f64,filtered,full,"4x4,rhs=4",10,101,,,filtered
small,grad_sum_matmul,backward,f64,filtered,full,4x4,10,101,,,filtered
small,grad_sum_svd_s,backward,f64,filtered,full,4x4,10,101,,,filtered
small,grad_sum_solve,backward,f64,filtered,full,"4x4,rhs=1",10,101,,,filtered
small,matmul,primal,f64,system-accelerate,full,8x8,10,101,0.029125,0.003709,ok
small,einsum_ij_jk_ik,primal,f64,filtered,full,8x8,10,101,,,filtered
small,svd,primal,f64,filtered,full,8x8,10,101,,,filtered
small,qr,primal,f64,filtered,full,8x8,10,101,,,filtered
small,eigh,primal,f64,filtered,full,8x8,10,101,,,filtered
small,solve,primal,f64,filtered,full,"8x8,rhs=1",10,101,,,filtered
small,solve,primal,f64,filtered,full,"8x8,rhs=4",10,101,,,filtered
small,grad_sum_matmul,backward,f64,filtered,full,8x8,10,101,,,filtered
small,grad_sum_svd_s,backward,f64,filtered,full,8x8,10,101,,,filtered
small,grad_sum_solve,backward,f64,filtered,full,"8x8,rhs=1",10,101,,,filtered
small,matmul,primal,f64,system-accelerate,full,16x16,10,101,0.030958,0.004125,ok
small,einsum_ij_jk_ik,primal,f64,filtered,full,16x16,10,101,,,filtered
small,svd,primal,f64,filtered,full,16x16,10,101,,,filtered
small,qr,primal,f64,filtered,full,16x16,10,101,,,filtered
small,eigh,primal,f64,filtered,full,16x16,10,101,,,filtered
small,solve,primal,f64,filtered,full,"16x16,rhs=1",10,101,,,filtered
small,solve,primal,f64,filtered,full,"16x16,rhs=4",10,101,,,filtered
small,grad_sum_matmul,backward,f64,filtered,full,16x16,10,101,,,filtered
small,grad_sum_svd_s,backward,f64,filtered,full,16x16,10,101,,,filtered
small,grad_sum_solve,backward,f64,filtered,full,"16x16,rhs=1",10,101,,,filtered
small,matmul,primal,f64,system-accelerate,full,32x32,10,101,0.031541,0.004583,ok
small,einsum_ij_jk_ik,primal,f64,filtered,full,32x32,10,101,,,filtered
small,svd,primal,f64,filtered,full,32x32,10,101,,,filtered
small,qr,primal,f64,filtered,full,32x32,10,101,,,filtered
small,eigh,primal,f64,filtered,full,32x32,10,101,,,filtered
small,solve,primal,f64,filtered,full,"32x32,rhs=1",10,101,,,filtered
small,solve,primal,f64,filtered,full,"32x32,rhs=4",10,101,,,filtered
small,grad_sum_matmul,backward,f64,filtered,full,32x32,10,101,,,filtered
small,grad_sum_svd_s,backward,f64,filtered,full,32x32,10,101,,,filtered
small,grad_sum_solve,backward,f64,filtered,full,"32x32,rhs=1",10,101,,,filtered
small,matmul,primal,f64,tenferro-trace,full,2x2,10,101,0.045375,0.006334,ok
small,einsum_ij_jk_ik,primal,f64,filtered,full,2x2,10,101,,,filtered
small,svd,primal,f64,filtered,full,2x2,10,101,,,filtered
small,qr,primal,f64,filtered,full,2x2,10,101,,,filtered
small,eigh,primal,f64,filtered,full,2x2,10,101,,,filtered
small,solve,primal,f64,filtered,full,"2x2,rhs=1",10,101,,,filtered
small,solve,primal,f64,filtered,full,"2x2,rhs=4",10,101,,,filtered
small,grad_sum_matmul,backward,f64,filtered,full,2x2,10,101,,,filtered
small,grad_sum_svd_s,backward,f64,filtered,full,2x2,10,101,,,filtered
