suite,op,phase,dtype,backend,profile,shape,warmups,runs,median_ms,iqr_ms,status
small,matmul,primal,f64,system-accelerate,full,2x2,10,101,0.009417,0.004084,ok
small,einsum_ij_jk_ik,primal,f64,filtered,full,2x2,10,101,,,filtered
small,svd,primal,f64,filtered,full,2x2,10,101,,,filtered
small,qr,primal,f64,filtered,full,2x2,10,101,,,filtered
small,eigh,primal,f64,filtered,full,2x2,10,101,,,filtered
small,solve,primal,f64,filtered,full,"2x2,rhs=1",10,101,,,filtered
small,solve,primal,f64,filtered,full,"2x2,rhs=4",10,101,,,filtered
small,grad_sum_matmul,backward,f64,filtered,full,2x2,10,101,,,filtered
small,grad_sum_svd_s,backward,f64,filtered,full,2x2,10,101,,,filtered
small,grad_sum_solve,backward,f64,filtered,full,"2x2,rhs=1",10,101,,,filtered
small,matmul,primal,f64,system-accelerate,full,4x4,10,101,0.009208,0.001333,ok
small,einsum_ij_jk_ik,primal,f64,filtered,full,4x4,10,101,,,filtered
small,svd,primal,f64,filtered,full,4x4,10,101,,,filtered
small,qr,primal,f64,filtered,full,4x4,10,101,,,filtered
small,eigh,primal,f64,filtered,full,4x4,10,101,,,filtered
small,solve,primal,f64,filtered,full,"4x4,rhs=1",10,101,,,filtered
small,solve,primal,f64,filtered,full,"4x4,rhs=4",10,101,,,filtered
small,grad_sum_matmul,backward,f64,filtered,full,4x4,10,101,,,filtered
small,grad_sum_svd_s,backward,f64,filtered,full,4x4,10,101,,,filtered
small,grad_sum_solve,backward,f64,filtered,full,"4x4,rhs=1",10,101,,,filtered
small,matmul,primal,f64,system-accelerate,full,8x8,10,101,0.005625,0.001000,ok
small,einsum_ij_jk_ik,primal,f64,filtered,full,8x8,10,101,,,filtered
small,svd,primal,f64,filtered,full,8x8,10,101,,,filtered
small,qr,primal,f64,filtered,full,8x8,10,101,,,filtered
small,eigh,primal,f64,filtered,full,8x8,10,101,,,filtered
small,solve,primal,f64,filtered,full,"8x8,rhs=1",10,101,,,filtered
small,solve,primal,f64,filtered,full,"8x8,rhs=4",10,101,,,filtered
small,grad_sum_matmul,backward,f64,filtered,full,8x8,10,101,,,filtered
small,grad_sum_svd_s,backward,f64,filtered,full,8x8,10,101,,,filtered
small,grad_sum_solve,backward,f64,filtered,full,"8x8,rhs=1",10,101,,,filtered
small,matmul,primal,f64,system-accelerate,full,16x16,10,101,0.007375,0.002458,ok
small,einsum_ij_jk_ik,primal,f64,filtered,full,16x16,10,101,,,filtered
small,svd,primal,f64,filtered,full,16x16,10,101,,,filtered
small,qr,primal,f64,filtered,full,16x16,10,101,,,filtered
small,eigh,primal,f64,filtered,full,16x16,10,101,,,filtered
small,solve,primal,f64,filtered,full,"16x16,rhs=1",10,101,,,filtered
small,solve,primal,f64,filtered,full,"16x16,rhs=4",10,101,,,filtered
small,grad_sum_matmul,backward,f64,filtered,full,16x16,10,101,,,filtered
small,grad_sum_svd_s,backward,f64,filtered,full,16x16,10,101,,,filtered
small,grad_sum_solve,backward,f64,filtered,full,"16x16,rhs=1",10,101,,,filtered
small,matmul,primal,f64,system-accelerate,full,32x32,10,101,0.009750,0.000333,ok
small,einsum_ij_jk_ik,primal,f64,filtered,full,32x32,10,101,,,filtered
small,svd,primal,f64,filtered,full,32x32,10,101,,,filtered
small,qr,primal,f64,filtered,full,32x32,10,101,,,filtered
